university_name,scholarship_name,academic_requirements,minimum_gpa_or_percentage,english_language_requirement,course_requirements,nationality_restrictions,financial_need_required,other_conditions,required_documents,separate_application_required,auto_considered,application_steps,deadline,source_url,retrieved_on,confidence,notes
University of Oxford,Weidenfeld Scholarships,High academic merit,NOT_FOUND,NOT_FOUND,Postgraduate courses,International students,False,NOT_FOUND,NOT_FOUND,False,True,Apply for postgraduate programme; assessed automatically,NOT_FOUND,https://www.ox.ac.uk,2026-05-02,low,Oxford official scholarship pages returned access errors during this run. Current 2026/27 detail could not be fully verified from official sources.
London School of Economics and Political Science,Uggla Family Scholars Programme,Unconditional or conditional offer of admission to LSE undergraduate programme required,NOT_FOUND,NOT_FOUND,Available for all undergraduate programmes,7 scholarships for UK students; 3 for overseas students,True,Students from underrepresented backgrounds prioritised. Must be a new undergraduate student for 2026 entry.,Completed LSE Undergraduate Scholarship Application 2026 | One academic reference | Supporting documents (varies by individual circumstances),True,False,Obtain conditional or unconditional LSE offer | Complete LSE Undergraduate Scholarship Application 2026 | Submit academic reference | Provide supporting documents | Email all materials to financial-support@lse.ac.uk,NOT_FOUND,https://www.lse.ac.uk/study-at-lse/undergraduate/fees-and-funding/uggla-family-scholarships,2026-05-02,low,"Detailed LSE scholarship pages were only partly accessible during this run, so many fields remain NOT_FOUND."
London School of Economics and Political Science,LSE Access to Education Undergraduate Scholarships,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Restricted to students of specific immigration status,True,Awards can cover full tuition fees and living costs for eligible students with offer of admission,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,https://www.lse.ac.uk/study-at-lse/Undergraduate/fees-and-funding/access-to-education-undergraduate-scholarships,2026-05-02,low,"Detailed LSE scholarship pages were only partly accessible during this run, so many fields remain NOT_FOUND."
London School of Economics and Political Science,LSE PhD Studentships,High calibre students,NOT_FOUND,NOT_FOUND,"For MRes, MPhil, and PhD programmes",All nationalities eligible,NOT_FOUND,Open across all research areas at the School,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/PhD-Studentships,2026-05-02,low,"Detailed LSE scholarship pages were only partly accessible during this run, so many fields remain NOT_FOUND."
University of St Andrews,Entry Scholarships (Undergraduate),Merit-based; typically high academic achievement at school level,NOT_FOUND,NOT_FOUND,Available across various courses,"No restrictions mentioned; open to UK, EU, and international students",NOT_FOUND,"Based on academic excellence or other achievements such as leadership, sport, or music",NOT_FOUND - applicants advised to complete financial funding tool if applying for need-based scholarships,NOT_FOUND,False,Receive login details for My Application portal within two working days of course application | Apply through scholarship application in portal | Complete financial funding tool if applying for means-tested scholarships | Do not wait until receiving an offer before applying,NOT_FOUND - varies by scholarship; applicants encouraged to apply early,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Entry Scholarships (Postgraduate Taught),Merit-based; typically high academic achievement at honours level or equivalent,NOT_FOUND,NOT_FOUND,Available for taught Masters programmes,Open to international students worldwide,NOT_FOUND,"Based on academic excellence, course subject, location of residence",NOT_FOUND,NOT_FOUND,False,Search scholarships using online catalogue by programme or country | Apply through My Application portal | Complete relevant application requirements as specified by each scholarship,NOT_FOUND - varies by scholarship; recommend applying early,https://www.st-andrews.ac.uk/study/postgraduate/fees/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Bursaries (Need-based),No specific academic minimum required; need-based assessment,NOT_FOUND,NOT_FOUND,Available for both undergraduate and postgraduate students,"Available to UK and international students; applicants with refugee status, humanitarian protection, discretionary leave, or asylum seeker status encouraged to apply",True,Based on household income assessment; bursaries focus on reducing accommodation costs and supporting living expenses,"Household income evidence: P60, payslips, tax summaries, self-assessment returns, or benefit statements | Bank statements (3 months) if above documents unavailable | Care status documentation (if applicable) | Home Office documentation (for asylum seekers) | All documents in PDF format and English language",NOT_FOUND,False,Complete financial funding tool on My Application portal to calculate household income | This automatically populates household income field across all scholarship applications | Only need to complete once unless circumstances change | Submit scholarship application with financial evidence,NOT_FOUND - varies by year; contact Money Advice team for in-year funding,https://www.st-andrews.ac.uk/study/scholarships/calculating-household-income/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,International Scholarships,Merit-based; high academic standards,NOT_FOUND,Standard university entry requirements apply,"Available for undergraduate, taught postgraduate, and research postgraduate programmes",For international (non-UK) students; covering full or partial tuition fees,NOT_FOUND,"Based on academic excellence, subject area, country of residence",NOT_FOUND - varies by scholarship,NOT_FOUND,False,Search international scholarships by country of residence in catalogue | Apply through My Application portal | Follow specific requirements for chosen scholarship,NOT_FOUND - varies by scholarship,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,"External Scholarships (Chevening, DAAD, CSC, etc.)",Varies; typically high academic standards required by sponsoring body,NOT_FOUND,Varies by sponsoring organisation,Programme-specific; varies by scholarship,"Varies; typically country-specific (e.g., Chevening for Commonwealth/British Protected Persons, DAAD for German nationals, CSC for Chinese nationals)",NOT_FOUND,Sponsored by external government agencies or international organisations,Depends on sponsoring organisation,NOT_FOUND,False,"Apply to external sponsoring organisation following their application process | Upon conditional acceptance, apply to university for admission | External sponsors and university must approve",NOT_FOUND - depends on external sponsoring body; typically have their own annual deadlines,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Sport and Music Scholarships,No specific minimum; talent-based selection,NOT_FOUND,NOT_FOUND,Available across degree programmes,No restriction mentioned,False,Based on demonstrated sporting or musical achievement; talent and potential assessment required,Evidence of sporting or musical achievement | Portfolio or demonstration of talent | Recommendation from coach or instructor (typically required),NOT_FOUND,False,Contact relevant sports or music department | Submit evidence of achievement and talent | Participate in trials or assessment if required,NOT_FOUND - contact relevant department for specific deadlines,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Discretionary Funds (Undergraduate),Not academic-based,NOT_FOUND,NOT_FOUND,Not course-specific,Not specified,True,Available to students in financial hardship,Evidence of financial difficulty | Household income information,NOT_FOUND,False,Contact Fees and Funding office or Money Advice team | Discuss financial circumstances | Submit evidence of hardship if required,NOT_FOUND - available throughout the year for students in hardship,https://www.st-andrews.ac.uk/study/undergraduate/fees/financial-assistance/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Research Council Funding (Postgraduate Research),High academic standards; research proposal quality assessed,NOT_FOUND,NOT_FOUND,For PhD and postgraduate research programmes,Varies by research council; typically UK or EU residents may be eligible,NOT_FOUND,Merit-based; research excellence and innovation assessment,Research proposal | Academic transcripts | References | Research qualifications evidence,NOT_FOUND,False,"Develop research proposal with university supervisor | Apply to relevant UK Research Council (BBSRC, EPSRC, ESRC, etc.) | Follow council's application timeline and process",NOT_FOUND - varies by research council; typically annual cycles,https://www.st-andrews.ac.uk/study/postgraduate/fees/financial-assistance/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
University of St Andrews,Loans (Postgraduate),Not applicable,NOT_FOUND,NOT_FOUND,Masters programmes only,Varies by country of residence; eligibility depends on domicile,NOT_FOUND,Available for students from various countries with different terms,NOT_FOUND - depends on loan provider and country of residence,NOT_FOUND,False,"Check eligibility based on country of residence | Apply to relevant loan provider (SFE for English students, SAAS for Scottish students, etc.) | Follow provider's application requirements",NOT_FOUND - varies by loan provider; typically have different deadlines,https://www.st-andrews.ac.uk/study/postgraduate/fees/,2026-05-02,medium,"Information gathered from official University of St Andrews study and scholarships website. Detailed scholarship listings in online catalogue are interactive and not fully accessible through automated tools. Specific scholarship names, exact amounts, and deadlines vary significantly and are available through the university's searchable scholarship catalogue. University advises prospective students to search catalogue directly at https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue-search/ for 2026-2027 entry scholarships. Contact: Undergraduate scholarships: ugscholarships@st-andrews.ac.uk or postgraduate scholarships: pgscholarships@st-andrews.ac.uk for detailed information. Confidence rated 'medium' because specific named scholarships, exact deadlines, and full eligibility criteria could not be fully extracted from official sources due to interactive search tool limitations."
Durham University,Durham Undergraduate Bursary Scheme,NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate courses eligible,UK home students (meets Student Finance England criteria),True,Assessed by Student Finance England income threshold; annual household income assessment required,Student Finance England assessment (automatic),False,True,Apply for student finance through Student Finance England | Award made based on household income assessment,Following Student Finance England deadlines (typically January),https://www.dur.ac.uk/study/scholarships/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Independent Student Bursary Scheme,NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate courses eligible,UK home students,True,"Assessed as independent by Student Finance England; under 25 years old at course start; includes care-experienced students, care leavers, estranged students, and other young independent students",Student Finance England assessment showing independent status,False,True,Declare care-experienced/independent status on UCAS form or email du.cares@durham.ac.uk | Award made automatically if assessed as eligible by Student Finance England,UCAS application deadline or notification to university before arrival,https://www.dur.ac.uk/study/access-and-participation/support-for-estranged-care-experienced-and-early-independent-students-eace-/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Student Support Fund,NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate courses eligible,Primarily UK home students,True,For students experiencing unexpected financial hardship during their studies,Evidence of financial hardship | Student Finance assessment,True,False,Contact Bursaries and Student Financial Support team | Submit evidence of hardship,Ongoing (assessed as applications received),https://www.dur.ac.uk/colleges-and-student-experience/student-support-and-wellbeing/student-immigration-and-funding-service/bursaries-and-student-financial-support-team/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Durham Master's Bursaries,Holding offer from Durham University,NOT_FOUND,NOT_FOUND,"All taught Master's programmes (MA, MSc, MSCR)",UK home students,True,Low-income students; assessed by Student Finance England income threshold,Student Finance assessment,False,True,Apply for postgraduate student finance | Award made based on household income assessment,Student Finance application deadline,https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Salters' Fellowship,Degree in Chemistry or related discipline,NOT_FOUND,NOT_FOUND,Master's degree in complementary subject to Chemistry,Home fee status (UK/EU eligible),False,Talented chemistry graduates from disadvantaged backgrounds,Academic transcripts | Evidence of disadvantaged background,True,False,Submit application through Durham scholarships portal | Demonstrate disadvantaged background,"May 31, 2026",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,British Council Women in STEM,Admission to Master's programme,NOT_FOUND,NOT_FOUND,Master's in STEM subjects,Female students from Wider Europe (eligible countries specified on British Council website),False,Female international students interested in STEM,Proof of eligible nationality | Academic qualifications,True,False,Apply through British Council | Provide academic offer from Durham,"April 30, 2026",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Chevening Scholarships (Postgraduate Taught),Admission to Master's programme,NOT_FOUND,IELTS 6.5 or equivalent (typical for UK),Taught Master's in any subject,Citizens of Chevening-eligible countries; must intend to return to home country for minimum 2 years after completion,False,Leadership potential; community contribution experience,Passport | Academic qualifications | References | Personal statement,True,False,Apply through Chevening website | Provide Durham University offer,"October 7, 2025",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Commonwealth Masters Scholarships (Postgraduate Taught),Admission to Master's programme,NOT_FOUND,IELTS 6.5 or equivalent,Taught Master's in any subject,Citizens of low and middle-income Commonwealth countries,False,"Funding by UK Foreign, Commonwealth & Development Office (FCDO)",Passport | Academic qualifications | References,True,False,Register for Commonwealth Scholarships portal | Apply with Durham offer,"October 14, 2025",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Durham Inspiring Excellence £5k or £10k (Postgraduate Taught),Offer from Durham University,NOT_FOUND,Program requirements,All taught Master's programmes starting September 2026,All new international students (PGT),False,Competitive award based on academic merit,Durham offer letter,False,True,Automatically considered upon receiving offer,Rolling (see webpage for specific dates),https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Durham Inspiring Excellence £5k or £10k (Undergraduate),Offer from Durham University,NOT_FOUND,Program requirements,Eligible undergraduate programmes starting September 2026,All new international students (Undergraduate),False,Competitive award based on academic merit,Durham offer letter,False,True,Automatically considered upon receiving offer,Rolling (see webpage for specific dates),https://www.dur.ac.uk/study/scholarships/international/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
